  USAF  WBAN YR--MODAHRMN DIR SPD GUS CLG SKC L M H  VSB MW MW MW MW AW AW AW AW W TEMP DEWP    SLP   ALT    STP MAX MIN PCP01 PCP06 PCP24 PCPXX SD
029440 99999 190710041300 140  24 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   58 **** 1011.0 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710042000 140  14 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   50 **** 1009.9 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710050600 160  11 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   49 **** 1007.9 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710051300 180   7 *** *** OVC * * *  0.0 62 ** ** ** ** ** ** ** *   51 **** 1005.8 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710052000 180   7 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   52 **** 1004.3 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710060600 ***   0 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   51 **** 1002.8 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710061300 ***   0 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   54 **** 1002.6 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710062000 180   2 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   51 **** 1000.4 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710070600 140   2 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   50 ****  997.9 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710071300 360   7 *** *** SCT * * *  0.0 ** ** ** ** ** ** ** ** *   54 ****  996.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710072000 360   7 *** *** SCT * * *  0.0 ** ** ** ** ** ** ** ** *   50 ****  995.1 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710080600 270   5 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   44 ****  998.0 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710081300 270   5 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   52 ****  999.9 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710082000 270   5 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   50 **** 1000.6 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710090600 270   5 *** *** OVC * * *  0.0 62 ** ** ** ** ** ** ** *   52 **** ****** ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710091300 340   5 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   51 **** 1005.9 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710092000 360   7 *** *** SCT * * *  0.0 ** ** ** ** ** ** ** ** *   46 **** 1009.5 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710100600 270   7 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   36 **** 1013.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710101300 230   7 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   44 **** 1014.8 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710102000 270   5 *** *** OVC * * *  0.0 62 ** ** ** ** ** ** ** *   43 **** 1013.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710110600 270   7 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   44 **** 1010.6 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710111300 270   5 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   48 **** 1011.0 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710112000 270   5 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   45 **** 1009.9 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710120600 180   5 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   44 **** 1007.1 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710121300 180  18 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   46 **** 1004.3 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710122000 230   7 *** *** OVC * * *  0.0 62 ** ** ** ** ** ** ** *   48 **** 1002.6 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710130600 230  19 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   50 **** 1002.0 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710131300 230  18 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   52 **** 1005.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710132000 230  19 *** *** SCT * * *  0.0 ** ** ** ** ** ** ** ** *   50 **** 1004.3 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710140600 180  19 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   51 **** 1000.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710141300 230  16 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   58 **** 1000.6 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710142000 180  16 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   55 **** 1001.9 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710150600 140   9 *** *** SCT * * *  0.0 ** ** ** ** ** ** ** ** *   50 **** 1002.6 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710151300 140  18 *** *** SCT * * *  0.0 ** ** ** ** ** ** ** ** *   54 **** 1000.8 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710152000 140  19 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   52 **** ****** ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710160600 140  19 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   50 ****  997.5 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710161300 180  24 *** *** SCT * * *  0.0 ** ** ** ** ** ** ** ** *   58 ****  998.4 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710162000 180  24 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   53 ****  998.0 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710170600 ***   0 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   48 **** 1002.6 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710171300 230   7 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   55 **** 1006.0 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710172000 090   2 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   49 **** 1007.5 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710180600 140  16 *** *** SCT * * *  0.0 ** ** ** ** ** ** ** ** *   50 **** 1006.7 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710181300 180  19 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   56 **** 1006.0 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710182000 180  16 *** *** SCT * * *  0.0 ** ** ** ** ** ** ** ** *   50 **** 1005.9 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710190600 230  16 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   51 **** 1004.6 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710191300 230  18 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   57 **** 1008.7 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710192000 230   7 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   47 **** 1009.5 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710200600 230   2 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   50 **** 1010.7 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710201300 230   5 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   54 **** 1013.9 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710202000 ***   0 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   50 **** 1014.0 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710210600 270   2 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   48 **** 1013.8 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710211300 270   2 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   50 **** 1013.6 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710212000 ***   0 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   48 **** 1013.4 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710220600 360   5 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   45 **** 1012.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710221300 140   9 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   48 **** 1011.6 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710222000 180  19 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   46 **** 1011.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710230600 140  16 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   47 **** 1008.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710231300 140  16 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   48 **** 1008.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710232000 180   5 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   50 **** 1006.4 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710240600 270   5 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   50 **** 1005.4 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710241300 270   5 *** *** OVC * * *  0.0 60 ** ** ** ** ** ** ** *   48 **** 1007.0 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710242000 270   2 *** *** OVC * * *  0.0 60 ** ** ** ** ** ** ** *   44 **** 1006.7 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710250600 ***   0 *** *** OVC * * *  0.0 62 ** ** ** ** ** ** ** *   44 **** 1004.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710251300 ***   0 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   46 **** 1002.8 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710252000 ***   0 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   45 **** 1002.0 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710260600 ***   0 *** *** OVC * * *  0.0 62 ** ** ** ** ** ** ** *   43 ****  998.6 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710261300 ***   0 *** *** OVC * * *  0.0 62 ** ** ** ** ** ** ** *   45 ****  999.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710262000 ***   0 *** *** OVC * * *  0.0 62 ** ** ** ** ** ** ** *   42 **** 1002.8 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710270600 090   7 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   36 **** 1011.9 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710271300 160  18 *** *** SCT * * *  0.0 ** ** ** ** ** ** ** ** *   36 **** 1015.8 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710272000 090  19 *** *** SCT * * *  0.0 ** ** ** ** ** ** ** ** *   36 **** 1012.7 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710280600 160   7 *** *** OVC * * *  0.0 62 ** ** ** ** ** ** ** *   36 **** 1008.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710281300 140  11 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   40 **** 1006.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710282000 140  11 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   39 **** 1003.9 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710290600 140   9 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   38 ****  998.7 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710291300 140  16 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   39 ****  995.9 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710292000 090   7 *** *** OVC * * *  0.0 62 ** ** ** ** ** ** ** *   41 ****  993.0 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710300600 140   7 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   45 ****  990.7 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710301300 230   7 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   47 ****  991.9 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710302000 230  19 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   42 ****  993.6 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710310600 090  11 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   35 ****  998.7 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710311300 050  26 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   32 **** 1003.1 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190710312000 050  22 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   32 **** 1005.9 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711010600 360   5 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   29 **** 1011.5 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711011300 320  24 *** *** SCT * * *  0.0 ** ** ** ** ** ** ** ** *   34 **** 1013.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711012000 320   7 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   34 **** 1014.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711020600 270   7 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   34 **** 1011.4 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711021300 320   7 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   38 **** 1009.8 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711022000 320   7 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   37 **** 1011.0 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711030600 360  18 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   39 **** 1013.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711031300 360  18 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   40 **** 1016.3 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711032000 360  18 *** *** OVC * * *  0.0 60 ** ** ** ** ** ** ** *   39 **** 1017.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711040600 270  11 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   32 **** 1018.7 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711041300 140   7 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   32 **** 1019.4 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711042000 270   7 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   31 **** 1019.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711050600 050  11 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   32 **** 1019.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711051300 090  14 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   36 **** 1019.5 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711052000 050  14 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   29 **** 1018.8 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711060600 200  16 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   33 **** 1015.1 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711061300 230  18 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   37 **** 1012.4 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711062000 270  11 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   39 **** 1009.6 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711070600 230  11 *** *** SCT * * *  0.0 ** ** ** ** ** ** ** ** *   39 **** 1007.5 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711071300 270  11 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   42 **** 1006.7 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711072000 230   7 *** *** SCT * * *  0.0 ** ** ** ** ** ** ** ** *   41 **** 1006.8 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711080600 270  19 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   39 **** 1007.9 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711081300 270  26 *** *** SCT * * *  0.0 ** ** ** ** ** ** ** ** *   42 **** 1008.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711082000 270  19 *** *** SCT * * *  0.0 ** ** ** ** ** ** ** ** *   39 **** 1009.1 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711090600 270   9 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   36 **** 1010.0 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711091300 270  26 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   37 **** 1008.7 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711092000 270  22 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   36 **** 1008.6 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711100600 270  19 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   36 **** 1007.4 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711101300 360  19 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   39 **** 1003.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711102000 180  19 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   37 ****  999.5 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711110600 270  19 *** *** SCT * * *  0.0 ** ** ** ** ** ** ** ** *   37 ****  995.4 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711111300 230  18 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   38 ****  994.0 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711112000 230  16 *** *** OVC * * *  0.0 62 ** ** ** ** ** ** ** *   40 ****  995.1 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711120600 230  11 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   39 ****  996.0 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711121300 230  11 *** *** OVC * * *  0.0 62 ** ** ** ** ** ** ** *   41 ****  994.8 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711122000 230  11 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   44 ****  993.6 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711130600 230  16 *** *** OVC * * *  0.0 62 ** ** ** ** ** ** ** *   44 ****  991.6 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711131300 230  22 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   44 ****  994.0 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711132000 180  18 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   40 ****  997.4 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711140600 230   9 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   38 **** 1002.4 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711141300 140   7 *** *** SCT * * *  0.0 ** ** ** ** ** ** ** ** *   39 **** 1007.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711142000 090   2 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   34 **** 1011.1 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711150600 140  16 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   35 **** 1015.1 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711151300 110  16 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   36 **** 1019.0 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711152000 160   2 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   37 **** 1020.3 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711160600 160   5 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   37 **** 1021.4 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711161300 090  16 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   37 **** 1023.1 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711162000 140  11 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   32 **** 1023.1 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711170600 180  19 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   31 **** 1021.8 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711171300 180  29 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   35 **** 1022.4 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711172000 230  11 *** *** OVC * * *  0.0 62 ** ** ** ** ** ** ** *   35 **** 1023.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711180600 140  16 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   33 **** 1025.1 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711181300 180  22 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   35 **** 1025.5 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711182000 180  22 *** *** SCT * * *  0.0 ** ** ** ** ** ** ** ** *   31 **** 1025.6 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711190600 180  11 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   29 **** 1025.4 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711191300 180  11 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   31 **** 1025.4 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711192000 140   5 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   23 **** 1031.1 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711200600 140  11 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   22 **** 1030.8 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711201300 160  11 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   29 **** 1029.4 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711202000 140   2 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   24 **** 1029.8 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711210600 140   5 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   22 **** 1030.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711211300 230   5 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   28 **** 1029.5 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711212000 140  26 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   24 **** 1025.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711220600 200  19 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   26 **** 1025.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711221300 180  16 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   27 **** 1032.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711222000 180  19 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   27 **** 1032.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711230600 140  19 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   24 **** 1029.8 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711231300 180  26 *** *** CLR * * *  0.0 ** ** ** ** ** ** ** ** *   25 **** 1027.5 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711232000 110  31 *** *** BKN * * *  0.0 ** ** ** ** ** ** ** ** *   24 **** 1023.9 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711240600 090  26 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   24 **** 1020.0 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711241300 140  26 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   26 **** 1014.7 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711242000 140  31 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   36 **** 1010.0 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711250600 090  26 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   27 **** 1008.6 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711251300 140  26 *** *** OVC * * *  0.0 72 ** ** ** ** ** ** ** *   28 **** 1006.7 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711252000 140  31 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   31 **** 1005.5 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711260600 140  18 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   34 **** 1005.1 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711261300 180  22 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   31 **** 1004.7 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711262000 140  19 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   29 **** 1001.0 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711270600 140  22 *** *** OVC * * *  0.0 72 ** ** ** ** ** ** ** *   27 ****  995.2 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711271300 140  11 *** *** OVC * * *  0.0 72 ** ** ** ** ** ** ** *   30 ****  993.8 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711272000 180  16 *** *** OVC * * *  0.0 ** ** ** ** ** ** ** ** *   34 ****  990.7 ***** ****** *** *** ***** ***** ***** ***** ** 
029440 99999 190711280600 180   7 *** *** OVC * * *  0.0 72 ** ** ** ** ** ** ** *   33 ****  985.4 ***** ****** *** *** ***** ***** ***** ***** ** 
